year_edition,name,rider_url,team,team_url,bib_number,nationality,birthdate,place_of_birth,height,weight,current_pcs_rank,current_uci_world_rank,speciality_one_day_races,speciality_gc,speciality_time_trial,speciality_sprint,speciality_climber,speciality_hills
2022,PIDCOCK Thomas,thomas-pidcock,INEOS Grenadiers (WT),team/ineos-grenadiers-2022,25,GB,1999-7-30,Leeds,1.7,58.0,13.0,17.0,2730,1231,137,370,2028,1871
2022,ROWE Luke,luke-rowe,INEOS Grenadiers (WT),team/ineos-grenadiers-2022,26,GB,1990-3-10,Cardiff,1.85,72.0,,,1185,466,142,170,49,413
2022,VAN BAARLE Dylan,dylan-van-baarle,INEOS Grenadiers (WT),team/ineos-grenadiers-2022,27,NL,1992-5-21,Voorburg,1.89,78.0,,,2684,1454,1306,176,514,1496
2022,YATES Adam,adam-yates,INEOS Grenadiers (WT),team/ineos-grenadiers-2022,28,GB,1992-8-7,Bury,1.73,58.0,14.0,18.0,2349,7079,1216,64,7222,2004
2022,O'CONNOR Ben,ben-o-connor,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,31,AU,1995-11-25,Subiaco,1.88,67.0,32.0,16.0,751,3432,596,40,3070,942
2022,BOUCHARD Geoffrey,geoffrey-bouchard,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,32,FR,1992-4-1,Dijon,1.78,63.0,,,131,732,13,3,756,162
2022,CHEREL Mikaël,mikael-cherel,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,33,FR,1986-3-17,Saint-Hilaire-du-Harcouët,1.83,65.0,,,654,1318,0,24,597,486
2022,COSNEFROY Benoît,benoit-cosnefroy,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,34,FR,1995-10-17,Cherbourg-en-Cotentin,1.79,65.0,,,3836,1039,330,272,936,1742
2022,DEWULF Stan,stan-dewulf,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,35,BE,1997-12-20,Stavele,1.76,74.0,,,746,628,78,276,204,474
2022,JUNGELS Bob,bob-jungels,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,36,LU,1992-9-22,Rollingen,1.89,70.0,,,1245,2624,2692,403,1652,1282
2022,NAESEN Oliver,oliver-naesen,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,37,BE,1990-9-16,Oostende,1.84,74.0,,,4340,1447,49,756,415,2328
2022,PARET-PEINTRE Aurélien,aurelien-paret-peintre,AG2R Citroën Team (WT),team/ag2r-citroen-team-2022,38,FR,1996-2-27,Annemasse,1.84,64.0,,,907,1473,181,8,1456,728
2022,VLASOV Aleksandr,aleksandr-vlasov,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,41,RU,1996-4-23,Vyborg,1.86,68.0,,,1438,3649,1094,96,4040,1438
2022,GROßSCHARTNER Felix,felix-grossschartner,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,42,AT,1993-12-23,Wels,1.84,64.0,,,527,2739,1243,265,1547,1482
2022,HALLER Marco,marco-haller,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,43,AT,1991-4-1,Sankt Veit an der Glan,1.78,72.0,,,1337,671,79,274,88,578
2022,KÄMNA Lennard,lennard-kamna,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,44,DE,1996-9-9,Wedel,1.81,65.0,,,260,1038,778,80,1806,603
2022,KONRAD Patrick,patrick-konrad,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,45,AT,1991-10-13,Mödling,1.81,64.0,,,1499,2667,458,88,2686,1666
2022,POLITT Nils,nils-politt,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,46,DE,1994-3-6,Cologne,1.92,80.0,,,2248,1025,1244,472,152,1439
2022,SCHACHMANN Maximilian,maximilian-schachmann,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,47,DE,1994-1-9,Berlin,1.83,71.0,82.0,91.0,1430,2161,1930,94,1962,1788
2022,VAN POPPEL Danny,danny-van-poppel,BORA - hansgrohe (WT),team/bora-hansgrohe-2022,48,NL,1993-7-26,Moergestel,1.84,82.0,,,3341,785,435,4790,198,1762
2022,JAKOBSEN Fabio,fabio-jakobsen,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,51,NL,1996-8-31,Gorinchem,1.81,78.0,,,1883,148,38,3676,6,654
2022,ASGREEN Kasper,kasper-asgreen,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,52,DK,1995-2-8,Kolding,1.93,75.0,,,1615,821,2406,303,504,1518
2022,BAGIOLI Andrea,andrea-bagioli,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,53,IT,1999-3-23,Sondrio,1.76,60.0,,,1531,347,113,15,1115,1166
2022,CATTANEO Mattia,mattia-cattaneo,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,54,IT,1990-10-25,Alzano Lombardo,1.84,67.0,,,753,1574,2179,10,1239,743
2022,HONORÉ Mikkel Frølich,mikkel-honore,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,55,DK,1997-1-21,Fredericia,1.85,68.0,,,1090,570,133,82,558,929
2022,LAMPAERT Yves,yves-lampaert,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,56,BE,1991-4-10,Izegem,1.8,75.0,,,3492,1470,2455,1682,186,1172
2022,MØRKØV Michael,michael-morkov,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,57,DK,1985-4-30,Kokkedal,1.83,71.0,,,1239,978,366,711,143,518
2022,SÉNÉCHAL Florian,florian-senechal,Quick-Step Alpha Vinyl Team (WT),team/quick-step-alpha-vinyl-2022,58,FR,1993-7-10,Cambrai,1.79,77.0,,,3074,731,203,1092,100,1251
2022,MAS Enric,enric-mas,Movistar Team (WT),team/movistar-team-2022,61,ES,1995-1-7,Artà,1.77,61.0,11.0,11.0,993,4995,666,19,5690,1364
2022,ERVITI Imanol,imanol-erviti,Movistar Team (WT),team/movistar-team-2022,62,ES,1983-11-15,Pamplona,1.9,82.0,,,749,951,437,60,216,328
2022,IZAGIRRE Gorka,gorka-izagirre,Movistar Team (WT),team/movistar-team-2022,63,ES,1987-10-7,Ormaiztegi,1.76,66.0,,,1422,2362,764,68,1924,1458
2022,JORGENSON Matteo,matteo-jorgenson,Movistar Team (WT),team/movistar-team-2022,64,US,1999-7-1,Walnut Creek,1.9,69.0,21.0,22.0,927,2002,584,138,1564,1154
2022,MÜHLBERGER Gregor,gregor-muhlberger,Movistar Team (WT),team/movistar-team-2022,65,AT,1994-4-4,Haidershofen ,1.8,64.0,,,853,837,239,74,963,462
2022,OLIVEIRA Nelson,nelson-oliveira,Movistar Team (WT),team/movistar-team-2022,66,PT,1989-3-6,Anadia,1.8,67.0,,,624,1209,3816,24,546,884
2022,TORRES Albert,albert-torres,Movistar Team (WT),team/movistar-team-2022,67,ES,1990-4-26,Ciutadella de Menorca,1.8,70.0,,,179,185,75,128,27,80
2022,VERONA Carlos,carlos-verona,Movistar Team (WT),team/movistar-team-2022,68,ES,1992-11-4,San Lorenzo de El Escorial,1.86,68.0,,,462,1496,21,6,1294,384
2022,MARTIN Guillaume,guillaume-martin,Cofidis (WT),team/cofidis-2022,71,FR,1993-6-9,Paris,1.73,55.0,56.0,86.0,2570,3896,10,81,4014,1760
2022,PÉRICHON Pierre-Luc,pierre-luc-perichon,Cofidis (WT),team/cofidis-2022,72,FR,1987-1-4,Bourg-en-Bresse,1.82,69.0,,,735,708,220,56,250,318
2022,GESCHKE Simon,simon-geschke,Cofidis (WT),team/cofidis-2022,73,DE,1986-3-13,Berlin,1.71,64.0,,,1572,1563,668,24,1657,1033
2022,IZAGIRRE Ion,ion-izagirre,Cofidis (WT),team/cofidis-2022,74,ES,1989-2-4,Ormaiztegi,1.73,60.0,,90.0,2008,5429,3017,172,4548,2284
2022,LAFAY Victor,victor-lafay,Cofidis (WT),team/cofidis-2022,75,FR,1996-1-17,Lyon,1.77,65.0,,,532,536,13,13,630,522
2022,PEREZ Anthony,anthony-perez,Cofidis (WT),team/cofidis-2022,76,FR,1991-4-22,Toulouse,1.9,70.0,,,595,542,302,47,290,362
2022,THOMAS Benjamin,benjamin-thomas-2,Cofidis (WT),team/cofidis-2022,77,FR,1995-9-12,Lavaur,1.79,68.0,,,393,911,1160,238,208,983
2022,WALSCHEID Max,max-walscheid,Cofidis (WT),team/cofidis-2022,78,DE,1993-6-13,Neuwied,1.99,90.0,,,1695,333,967,1969,17,410
2022,HAIG Jack,jack-haig,Bahrain - Victorious (WT),team/bahrain-victorious-2022,81,AU,1993-9-6,Southport,1.9,67.0,,,687,3023,316,27,2506,1069
2022,CARUSO Damiano,damiano-caruso,Bahrain - Victorious (WT),team/bahrain-victorious-2022,82,IT,1987-10-12,Ragusa,1.79,67.0,,,840,4788,1314,70,4552,1697
2022,GRADEK Kamil,kamil-gradek,Bahrain - Victorious (WT),team/bahrain-victorious-2022,83,PL,1990-9-17,Koziegłowy,1.94,83.0,,,231,578,719,78,8,37
2022,MOHORIČ Matej,matej-mohoric,Bahrain - Victorious (WT),team/bahrain-victorious-2022,84,SI,1994-10-19,Kranj,1.86,71.0,,,2986,2331,352,696,1610,2820
2022,SÁNCHEZ Luis León,luis-leon-sanchez,Bahrain - Victorious (WT),team/bahrain-victorious-2022,85,ES,1983-11-24,Mula,1.86,73.0,,,2016,5925,2994,72,3076,2537
2022,TEUNS Dylan,dylan-teuns,Bahrain - Victorious (WT),team/bahrain-victorious-2022,86,BE,1992-3-1,Diest,1.81,64.0,,,2103,2800,575,116,2780,2256
2022,TRATNIK Jan,jan-tratnik,Bahrain - Victorious (WT),team/bahrain-victorious-2022,87,SI,1990-2-23,Idrija,1.73,67.0,,,1227,888,1802,150,587,834
2022,WRIGHT Fred,alfred-wright,Bahrain - Victorious (WT),team/bahrain-victorious-2022,88,GB,1999-6-13,London,1.84,75.0,,,730,375,441,196,348,1342
2022,GAUDU David,david-gaudu,Groupama - FDJ (WT),team/groupama-fdj-2022,91,FR,1996-10-10,Landivisiau,1.72,53.0,69.0,70.0,1762,3136,160,17,4052,1214
2022,DUCHESNE Antoine,antoine-duchesne,Groupama - FDJ (WT),team/groupama-fdj-2022,92,CA,1991-9-12, Saguenay,1.9,75.0,,,321,276,20,4,7,52
2022,GENIETS Kevin,kevin-geniets,Groupama - FDJ (WT),team/groupama-fdj-2022,93,LU,1997-1-9,Esch-sur-Alzette,1.93,73.0,,,602,440,242,53,282,328
2022,KÜNG Stefan,stefan-kung,Groupama - FDJ (WT),team/groupama-fdj-2022,94,CH,1993-11-16,Wil,1.93,83.0,53.0,35.0,2900,1664,5799,406,526,1748
2022,LE GAC Olivier,olivier-le-gac,Groupama - FDJ (WT),team/groupama-fdj-2022,95,FR,1993-8-27,Brest,1.8,70.0,,,702,410,4,118,84,171
2022,MADOUAS Valentin,valentin-madouas,Groupama - FDJ (WT),team/groupama-fdj-2022,96,FR,1996-7-12,Brest,1.79,71.0,73.0,66.0,3266,1207,93,190,1640,1784
2022,PINOT Thibaut,thibaut-pinot,Groupama - FDJ (WT),team/groupama-fdj-2022,97,FR,1990-5-29,Lure,1.8,63.0,,,1919,6908,1547,4,7740,1538
2022,STORER Michael,michael-storer,Groupama - FDJ (WT),team/groupama-fdj-2022,98,AU,1997-2-28,Perth,1.74,63.0,40.0,49.0,609,1837,139,0,1760,497
2022,VAN DER POEL Mathieu,mathieu-van-der-poel,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,101,NL,1995-1-19,Kapellen,1.84,75.0,9.0,5.0,7991,1129,1028,1467,1072,3628
2022,DILLIER Silvan,silvan-dillier,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,102,CH,1990-8-3,Aarau,1.83,75.0,,,1236,952,526,662,296,530
2022,GOGL Michael,michael-gogl,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,103,AT,1993-11-4,Gmunden,1.86,71.0,,,583,486,76,34,292,364
2022,KRIEGER Alexander,alexander-krieger,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,104,DE,1991-11-28,Stuttgart,1.84,71.0,,,738,319,167,508,66,334
2022,PHILIPSEN Jasper,jasper-philipsen,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,105,BE,1998-3-2,Mol,1.76,75.0,5.0,12.0,5089,574,154,5752,185,2358
2022,PLANCKAERT Edward,edward-planckaert,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,106,BE,1995-2-1,Kortrijk,1.78,71.0,,,538,217,18,360,82,369
2022,SBARAGLI Kristian,kristian-sbaragli,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,107,IT,1990-5-8,Empoli,1.75,74.0,,,1943,534,0,335,453,1530
2022,VAN KEIRSBULCK Guillaume,guillaume-van-keirsbulck,Alpecin - Deceuninck (PRT),team/alpecin-deceuninck-2022,108,BE,1991-2-14,Roeselare,1.92,89.0,,,795,594,459,221,2,100
2022,BARDET Romain,romain-bardet,Team DSM (WT),team/team-dsm-2022,111,FR,1990-11-9, Brioude,1.85,65.0,,93.0,3401,6495,401,366,8511,2067
2022,DAINESE Alberto,alberto-dainese,Team DSM (WT),team/team-dsm-2022,112,IT,1998-3-25,Abano Terme,1.74,70.0,,,835,229,7,1764,10,636
2022,DEGENKOLB John,john-degenkolb,Team DSM (WT),team/team-dsm-2022,113,DE,1989-1-7,Gera,1.8,82.0,,,6464,1231,297,3248,315,3315
2022,EEKHOFF Nils,nils-eekhoff,Team DSM (WT),team/team-dsm-2022,114,NL,1998-1-23,Rijsenhout,1.92,75.0,,,756,279,222,722,0,262
2022,HAMILTON Chris,chris-hamilton,Team DSM (WT),team/team-dsm-2022,115,AU,1995-5-18,Bendigo ,1.78,70.0,,,260,848,74,10,540,408
2022,LEKNESSUND Andreas,andreas-leknessund,Team DSM (WT),team/team-dsm-2022,116,NO,1999-5-21,Tromsø,1.86,72.0,,,313,996,535,4,640,314
2022,TUSVELD Martijn,martijn-tusveld,Team DSM (WT),team/team-dsm-2022,117,NL,1993-9-9,Utrecht,1.88,70.0,,,187,560,313,28,197,254
2022,VERMAERKE Kevin,kevin-vermaerke,Team DSM (WT),team/team-dsm-2022,118,US,2000-10-16,Johannesburg ,1.81,67.0,,,550,599,11,14,470,524
2022,KRISTOFF Alexander,alexander-kristoff,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,121,NO,1987-7-5,Stavanger,1.83,78.0,61.0,59.0,11319,2254,301,10136,480,5284
2022,BYSTRØM Sven Erik,sven-erik-bystrom,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,122,NO,1992-1-21,Haugesund,1.88,73.0,,,813,784,111,117,340,663
2022,GOOSSENS Kobe,kobe-goossens,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,123,BE,1996-4-29,Leuven,1.78,64.0,,,416,349,23,22,242,326
2022,MEINTJES Louis,louis-meintjes,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,124,ZA,1992-2-21,Pretoria,1.73,58.0,,,669,3277,347,100,3326,484
2022,PASQUALON Andrea,andrea-pasqualon,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,125,IT,1988-1-2,Bassano del Grappa,1.74,75.0,,,2809,697,74,1064,360,1568
2022,PETIT Adrien,adrien-petit,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,126,FR,1990-9-26,Arras,1.88,80.0,,,1853,385,365,665,8,141
2022,VAN DER HOORN Taco,taco-van-der-hoorn,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,127,NL,1993-12-4,Rotterdam,1.87,73.0,,,1318,243,2,906,74,187
2022,ZIMMERMANN Georg,georg-zimmermann,Intermarché - Wanty - Gobert Matériaux (WT),team/intermarche-wanty-gobert-materiaux-2022,128,DE,1997-10-11,Augsburg,1.81,70.0,,,988,683,0,55,677,780
2022,LUTSENKO Alexey,aleksey-lutsenko,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,131,KZ,1992-9-7,Petropavl,1.74,74.0,,,2420,3216,1121,972,2690,1676
2022,RIABUSHENKO Alexandr,alexandr-riabushenko,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,132,BY,1995-10-12,Minsk,1.78,61.0,,,571,147,6,72,64,364
2022,DOMBROWSKI Joe,joe-dombrowski,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,133,US,1991-5-12,Marshall,1.85,68.0,,,65,1335,232,10,1023,118
2022,FELLINE Fabio,fabio-felline,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,134,IT,1990-3-29,Turin,1.75,68.0,,,1774,1457,1243,98,1294,1285
2022,GRUZDEV Dmitriy,dmitriy-gruzdev,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,135,KZ,1986-3-13,Astana,1.86,78.0,,,598,774,913,10,14,22
2022,MOSCON Gianni,gianni-moscon,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,136,IT,1994-4-20,Trento,1.8,71.0,,,1918,962,606,232,822,760
2022,VELASCO Simone,simone-velasco,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,137,IT,1995-12-2,Bologna,1.7,59.0,89.0,72.0,1852,509,55,45,934,1364
2022,ZEITS Andrey,andrey-zeits,Astana Qazaqstan Team (WT),team/astana-qazaqstan-team-2022,138,KZ,1986-12-14,Oblast Pavlodar,1.89,73.0,,,364,1602,125,14,586,166
2022,URÁN Rigoberto,rigoberto-uran,EF Education - EasyPost (WT),team/ef-education-easypost-2022,141,CO,1987-1-26,Urrao,1.73,63.0,,,3086,5913,1804,60,6462,2170
2022,GUERREIRO Ruben,ruben-guerreiro,EF Education - EasyPost (WT),team/ef-education-easypost-2022,142,PT,1994-7-6,Montijo,1.78,65.0,,,820,1548,36,112,1696,1281
2022,BETTIOL Alberto,alberto-bettiol,EF Education - EasyPost (WT),team/ef-education-easypost-2022,143,IT,1993-10-29,Poggibonsi,1.8,69.0,,,2487,956,1106,288,978,2130
2022,BISSEGGER Stefan,stefan-bissegger,EF Education - EasyPost (WT),team/ef-education-easypost-2022,144,CH,1998-9-13,Weinfelden,1.81,78.0,,,466,247,2412,198,18,405
2022,DOULL Owain,owain-doull,EF Education - EasyPost (WT),team/ef-education-easypost-2022,145,GB,1993-5-2,Cardiff,1.81,71.0,,,734,538,265,110,117,432
2022,CORT Magnus,magnus-cort-nielsen,EF Education - EasyPost (WT),team/ef-education-easypost-2022,146,DK,1993-1-16,Rønne,1.84,68.0,23.0,31.0,1646,1453,825,1095,1188,2688
2022,POWLESS Neilson,neilson-powless,EF Education - EasyPost (WT),team/ef-education-easypost-2022,147,US,1996-9-3,Eglin,1.83,67.0,19.0,25.0,2607,1569,891,238,1678,1109
2022,RUTSCH Jonas,jonas-rutsch,EF Education - EasyPost (WT),team/ef-education-easypost-2022,148,DE,1998-1-24,Erbach im Odenwald,1.97,82.0,,,484,304,149,70,55,216
2022,QUINTANA Nairo,nairo-quintana,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,151,CO,1990-2-4,Cómbita,1.67,58.0,,,829,9465,1274,34,7897,1962
2022,BARGUIL Warren,warren-barguil,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,152,FR,1991-10-28,Hennebont,1.83,61.0,,,2731,3000,100,278,3917,1970
2022,BOUET Maxime,maxime-bouet,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,153,FR,1986-11-3,Belley,1.83,67.0,,,727,1581,411,42,514,860
2022,CAPIOT Amaury,amaury-capiot,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,154,BE,1993-6-25,Tongeren,1.86,69.0,,,2087,276,58,1174,127,856
2022,HOFSTETTER Hugo,hugo-hofstetter,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,155,FR,1994-2-13,Altkirch,1.7,66.0,,,3247,175,0,2162,29,933
2022,LOUVEL Matis,matis-louvel,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,156,FR,1999-7-19,Mont Saint Aignan,1.87,77.0,,,1066,133,67,106,64,625
2022,OWSIAN Łukasz,lukasz-owsian,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,157,PL,1990-2-24,Toruń,1.8,66.0,,,371,608,98,60,83,76
2022,SWIFT Connor,connor-swift,Team Arkéa Samsic (PRT),team/team-arkea-samsic-2022,158,GB,1995-10-30,Thorne,1.9,75.0,,,738,599,307,213,152,415
2022,EWAN Caleb,caleb-ewan,Lotto Soudal (WT),team/lotto-soudal-2022,161,AU,1994-7-11,Sydney,1.65,69.0,,,2567,333,148,4395,186,2164
2022,FRISON Frederik,frederik-frison,Lotto Soudal (WT),team/lotto-soudal-2022,162,BE,1992-7-28,Geel,1.93,84.0,,,482,136,281,176,1,9
2022,GILBERT Philippe,philippe-gilbert,Lotto Soudal (WT),team/lotto-soudal-2022,163,BE,1982-7-5,Verviers,1.78,75.0,,,12530,4215,1430,1094,3214,5300
2022,JANSE VAN RENSBURG Reinardt,reinardt-janse-van-rensburg,Lotto Soudal (WT),team/lotto-soudal-2022,164,ZA,1989-2-3,Virginia,1.82,74.0,,,1552,937,576,793,170,822
2022,KRON Andreas,andreas-kron,Lotto Soudal (WT),team/lotto-soudal-2022,165,DK,1998-6-1,Albertslund,1.77,63.0,,,791,449,6,6,893,1078
2022,VAN MOER Brent,brent-van-moer,Lotto Soudal (WT),team/lotto-soudal-2022,166,BE,1998-1-12,Beveren,1.91,79.0,,,520,483,279,128,54,419
2022,VERMEERSCH Florian,florian-vermeersch,Lotto Soudal (WT),team/lotto-soudal-2022,167,BE,1999-3-12,Ghent,1.93,81.0,,,1436,494,366,543,54,322
2022,WELLENS Tim,tim-wellens,Lotto Soudal (WT),team/lotto-soudal-2022,168,BE,1991-5-10,Sint-Truiden,1.82,71.0,46.0,61.0,4124,4296,1406,347,2405,2854
2022,PEDERSEN Mads,mads-pedersen,Trek - Segafredo (WT),team/trek-segafredo-2022,171,DK,1995-12-18,Tølløse,1.8,76.0,4.0,3.0,4667,1527,1777,2738,448,3274
2022,CICCONE Giulio,giulio-ciccone,Trek - Segafredo (WT),team/trek-segafredo-2022,172,IT,1994-12-20,Chieti,1.76,58.0,20.0,19.0,1501,1843,117,2,3810,1097
2022,GALLOPIN Tony,tony-gallopin,Trek - Segafredo (WT),team/trek-segafredo-2022,173,FR,1988-5-24, Dourdan,1.81,69.0,,,3129,2384,1086,161,2265,2392
2022,KIRSCH Alex,alex-kirsch,Trek - Segafredo (WT),team/trek-segafredo-2022,174,LU,1992-6-12,Luxembourg,1.94,78.0,,,632,504,705,327,127,471
2022,MOLLEMA Bauke,bauke-mollema,Trek - Segafredo (WT),team/trek-segafredo-2022,175,NL,1986-11-26,Groningen,1.84,64.0,,,5218,6013,2080,179,7443,4110
2022,SIMMONS Quinn,quinn-simmons,Trek - Segafredo (WT),team/trek-segafredo-2022,176,US,2001-5-8,Durango,1.85,73.0,,,504,479,38,87,468,646
2022,SKUJIŅŠ Toms,toms-skujins,Trek - Segafredo (WT),team/trek-segafredo-2022,177,LV,1991-6-15,Sigulda,1.81,70.0,77.0,42.0,2776,948,353,739,1296,1301
2022,STUYVEN Jasper,jasper-stuyven,Trek - Segafredo (WT),team/trek-segafredo-2022,178,BE,1992-4-17, Leuven,1.87,78.0,,,4842,1314,284,1602,697,3441
2022,SAGAN Peter,peter-sagan,TotalEnergies (PRT),team/totalenergies-2022,181,SK,1990-1-26,Žilina,1.82,78.0,,,9426,1797,1335,5996,2578,8566
2022,BOASSON HAGEN Edvald,edvald-boasson-hagen,TotalEnergies (PRT),team/totalenergies-2022,182,NO,1987-5-17,Rudsbygd,1.8,75.0,,,4411,3655,2967,1888,1012,4388
2022,BODNAR Maciej,maciej-bodnar,TotalEnergies (PRT),team/totalenergies-2022,183,PL,1985-3-7,Oława,1.86,77.0,,,303,883,3562,86,18,138
2022,BURGAUDEAU Mathieu,mathieu-burgaudeau,TotalEnergies (PRT),team/totalenergies-2022,184,FR,1998-11-17,Noirmoutier-en-l'Île,1.68,61.0,,,761,513,28,18,572,782
2022,LATOUR Pierre,pierre-latour,TotalEnergies (PRT),team/totalenergies-2022,185,FR,1993-10-12,Romans-sur-Isère,1.81,66.0,,,783,2317,1379,182,2293,1248
2022,OSS Daniel,daniel-oss,TotalEnergies (PRT),team/totalenergies-2022,186,IT,1987-1-13,Trento,1.91,75.0,,,1298,735,423,400,246,938
2022,TURGIS Anthony,anthony-turgis,TotalEnergies (PRT),team/totalenergies-2022,187,FR,1994-5-16,Bourg-la-Reine,1.78,70.0,,,2398,819,184,624,178,1058
2022,VUILLERMOZ Alexis,alexis-vuillermoz,TotalEnergies (PRT),team/totalenergies-2022,188,FR,1988-6-1,Saint-Claude,1.73,60.0,,,1544,1578,98,41,1616,884
2022,FROOME Chris,christopher-froome,Israel - Premier Tech (WT),team/israel-premier-tech-2022,191,GB,1985-5-20,Nairobi,1.86,68.0,,,385,8296,4389,188,6508,2328
2022,BOIVIN Guillaume,guillaume-boivin,Israel - Premier Tech (WT),team/israel-premier-tech-2022,192,CA,1989-5-25,Montreal,1.8,78.0,,,1436,457,153,301,66,362
2022,CLARKE Simon,simon-clarke,Israel - Premier Tech (WT),team/israel-premier-tech-2022,193,AU,1986-7-18, Melbourne,1.75,63.0,,,2436,1580,139,266,1374,1707
2022,FUGLSANG Jakob,jakob-fuglsang,Israel - Premier Tech (WT),team/israel-premier-tech-2022,194,DK,1985-3-22,Geneva,1.82,67.0,,,3654,6658,1693,191,5816,2402
2022,NIV Guy,guy-niv,Israel - Premier Tech (WT),team/israel-premier-tech-2022,195,IL,1994-3-8,Misgav,1.68,58.0,,,27,169,55,0,33,14
2022,HOULE Hugo,hugo-houle,Israel - Premier Tech (WT),team/israel-premier-tech-2022,196,CA,1990-9-27,Sainte-Perpétue,1.82,72.0,,,761,1004,700,254,484,738
2022,NEILANDS Krists,krists-neilands,Israel - Premier Tech (WT),team/israel-premier-tech-2022,197,LV,1994-8-18,Kuldīga,1.89,69.0,,,789,722,250,96,428,625
2022,WOODS Michael,michael-woods,Israel - Premier Tech (WT),team/israel-premier-tech-2022,198,CA,1986-10-12,Toronto,1.75,62.0,,97.0,3257,2295,40,188,4494,1787
2022,MATTHEWS Michael,michael-matthews,Team BikeExchange - Jayco (WT),team/team-bikeexchange-jayco-2022,201,AU,1990-9-26,Canberra,1.78,72.0,35.0,27.0,7974,867,1678,1434,2279,7616
2022,BAUER Jack,jack-bauer,Team BikeExchange - Jayco (WT),team/team-bikeexchange-jayco-2022,202,NZ,1985-4-7,Takaka,1.91,74.0,,,702,775,773,60,120,206
2022,DURBRIDGE Luke,luke-durbridge,Team BikeExchange - Jayco (WT),team/team-bikeexchange-jayco-2022,203,AU,1991-4-9,Greenmount,1.87,78.0,,,878,1306,2371,154,62,364
2022,GROENEWEGEN Dylan,dylan-groenewegen,Team BikeExchange - Jayco (WT),team/team-bikeexchange-jayco-2022,204,NL,1993-6-21,Amsterdam,1.77,70.0,92.0,,4065,385,15,8072,38,1031
2022,JANSEN Amund Grøndahl,amund-grondahl-jansen,Team BikeExchange - Jayco (WT),team/team-bikeexchange-jayco-2022,205,NO,1994-2-11,Nes,1.87,83.0,,,836,548,44,293,116,432
2022,JUUL-JENSEN Christopher,christopher-juul-jensen,Team BikeExchange - Jayco (WT),team/team-bikeexchange-jayco-2022,206,DK,1989-7-6,Kilmacanogue,1.83,73.0,,,697,1137,357,2,154,218
